%	1.3862943611198906
''	2.0794415416798357
(	0.13353139262452257
)	0.13353139262452257
,	0.13353139262452257
-	0.13353139262452257
.	0.13353139262452257
/	0.13353139262452257
//www.boe.es	0.13353139262452257
/Unesco	2.0794415416798357
0	0.13353139262452257
0212-033X	0.13353139262452257
1	0.13353139262452257
1.000	2.0794415416798357
1.000.000	2.0794415416798357
1.001	2.0794415416798357
1.ª	0.6931471805599453
1.º	1.3862943611198906
1/1991	2.0794415416798357
1/1992	2.0794415416798357
1/2005	2.0794415416798357
1/2007	1.3862943611198906
1/2010	2.0794415416798357
1/2018	2.0794415416798357
1/209/17	2.0794415416798357
1/209/2017	2.0794415416798357
10	0.13353139262452257
10.000	2.0794415416798357
10/2006	2.0794415416798357
10/2007	2.0794415416798357
100	0.9808292530117262
100.000	1.3862943611198906
100.001	1.3862943611198906
1000	2.0794415416798357
1001	2.0794415416798357
101	1.3862943611198906
102	2.0794415416798357
103	2.0794415416798357
104	2.0794415416798357
105	1.3862943611198906
106	2.0794415416798357
107	2.0794415416798357
1077/2014	2.0794415416798357
108	2.0794415416798357
109	2.0794415416798357
11	0.47000362924573563
11.	2.0794415416798357
11/2005	2.0794415416798357
110	0.13353139262452257
110/2008	2.0794415416798357
111	2.0794415416798357
112	1.3862943611198906
113	2.0794415416798357
114	1.3862943611198906
115	2.0794415416798357
1151/2012	2.0794415416798357
116	2.0794415416798357
1169/2011	2.0794415416798357
117	2.0794415416798357
118	2.0794415416798357
119	2.0794415416798357
12	0.47000362924573563
12/2008	2.0794415416798357
12/2014	2.0794415416798357
120	2.0794415416798357
121	2.0794415416798357
122	2.0794415416798357
123	2.0794415416798357
124	2.0794415416798357
125	2.0794415416798357
126	2.0794415416798357
127	2.0794415416798357
128	2.0794415416798357
129	1.3862943611198906
13	0.6931471805599453
13.	2.0794415416798357
130	1.3862943611198906
1308/2013	2.0794415416798357
131	2.0794415416798357
132	1.3862943611198906
133	2.0794415416798357
134	2.0794415416798357
135	1.3862943611198906
136	2.0794415416798357
137	2.0794415416798357
137.2	2.0794415416798357
137.3	2.0794415416798357
138	2.0794415416798357
139	2.0794415416798357
14	0.6931471805599453
140	2.0794415416798357
140.15.	2.0794415416798357
141	2.0794415416798357
142	2.0794415416798357
142/2016	2.0794415416798357
143	2.0794415416798357
144	2.0794415416798357
145	2.0794415416798357
146	2.0794415416798357
147	2.0794415416798357
148	2.0794415416798357
149	2.0794415416798357
149.1.13.ª	2.0794415416798357
149.1.29.ª	2.0794415416798357
149.2	2.0794415416798357
15	0.6931471805599453
15.2.º	2.0794415416798357
15/2/2016	2.0794415416798357
150	2.0794415416798357
150.000	2.0794415416798357
150.001	2.0794415416798357
151	2.0794415416798357
152	2.0794415416798357
153	2.0794415416798357
154	2.0794415416798357
155	2.0794415416798357
156	2.0794415416798357
157	2.0794415416798357
158	2.0794415416798357
159	2.0794415416798357
16	0.6931471805599453
16.1	2.0794415416798357
160	2.0794415416798357
161	2.0794415416798357
162	2.0794415416798357
163	2.0794415416798357
17	0.6931471805599453
17/2015	2.0794415416798357
17065	2.0794415416798357
178/2002	2.0794415416798357
18	0.6931471805599453
19	0.6931471805599453
1945/1983	2.0794415416798357
1958	2.0794415416798357
1978	1.3862943611198906
1994	1.3862943611198906
1996	2.0794415416798357
1997	2.0794415416798357
1998	1.3862943611198906
1999	1.3862943611198906
2	0.13353139262452257
2.ª	0.6931471805599453
2.º	1.3862943611198906
2/1979	2.0794415416798357
2/1985	2.0794415416798357
2/1987	2.0794415416798357
2/2002	2.0794415416798357
2/2012	2.0794415416798357
20	0.6931471805599453
20.000	1.3862943611198906
20.001	2.0794415416798357
2000	2.0794415416798357
20000	2.0794415416798357
2001	2.0794415416798357
2002	2.0794415416798357
2004	2.0794415416798357
2005	2.0794415416798357
2010	2.0794415416798357
2011	2.0794415416798357
2013	2.0794415416798357
2014	2.0794415416798357
2015	2.0794415416798357
2016	2.0794415416798357
2018	2.0794415416798357
2019	0.13353139262452257
2019.–El	0.28768207245178085
2030	2.0794415416798357
21	0.47000362924573563
213/2008	2.0794415416798357
22	0.28768207245178085
22.1	2.0794415416798357
23	0.47000362924573563
23.	2.0794415416798357
24	0.6931471805599453
25	0.6931471805599453
25.1	2.0794415416798357
251/1997	2.0794415416798357
251/2014	2.0794415416798357
26	0.47000362924573563
27	0.28768207245178085
28	0.6931471805599453
28.3	2.0794415416798357
28/2015	2.0794415416798357
29	0.47000362924573563
3	0.28768207245178085
3.	2.0794415416798357
3.000	0.9808292530117262
3.000.000	2.0794415416798357
3.001	1.3862943611198906
3.ª	0.9808292530117262
3/1995	2.0794415416798357
3/2007	2.0794415416798357
3/2019	1.3862943611198906
30	0.47000362924573563
30.4	2.0794415416798357
300.000	2.0794415416798357
300.001	2.0794415416798357
3000	2.0794415416798357
31	0.47000362924573563
31.1	2.0794415416798357
32	0.6931471805599453
32.6	2.0794415416798357
33	0.6931471805599453
33.2	2.0794415416798357
34	0.6931471805599453
35	0.6931471805599453
36	0.6931471805599453
37	0.47000362924573563
37.2	2.0794415416798357
38	0.6931471805599453
39	0.6931471805599453
39/2015	0.9808292530117262
39/2016	2.0794415416798357
4	0.47000362924573563
4.	2.0794415416798357
4.000	2.0794415416798357
4.001	2.0794415416798357
4.ª	2.0794415416798357
4/1989	2.0794415416798357
4/1999	2.0794415416798357
4/2015	2.0794415416798357
40	0.6931471805599453
40/2015	0.9808292530117262
41	0.6931471805599453
41.2	2.0794415416798357
42	0.6931471805599453
43	0.6931471805599453
44	0.6931471805599453
